76359667,neutral
273204856,negative
1196431602873753600,positive
1684506906801360897,neutral
1212331222619152385,negative
1795184703080652802,neutral
2258696321,positive
1822764725312143360,positive
573101672,negative
1522505998715564032,neutral
1932050566227853312,neutral
4474085055,negative
1527274746026532864,neutral
926354922903191552,negative
279544047,negative
1657582878912581632,neutral
738042086,negative
1057322463640633345,neutral
633927131,positive
1740983231170646016,negative
365732722,negative
1326825317521125376,neutral
1854127529143283713,negative
828818200649486336,neutral
1157354388026904576,negative
1543577732524789763,neutral
261696314,negative
23227008,negative
1304594262856790018,neutral
3250520011,neutral
1633796380354576387,positive
1497886308,negative
248794292,negative
78060329,negative
1640755542254841856,negative
1246734247,positive
1640823341912301568,neutral
1830141370490617856,negative
1822553394243903489,neutral
1103624026889641987,negative
471226357,neutral
398546361,positive
1854151356078026766,negative
2864324576,neutral
2451150542,neutral
772062804442484737,positive
563691996,neutral
1647885700170231809,neutral
735574334518001665,negative
1593146432378183680,positive
1812416391720448001,positive
1798262420617441280,negative
97423608,negative
3730704983,neutral
1838613872401616897,neutral
1696490933775147009,neutral
759861715,negative
937783581018955776,positive
1582353779542093824,positive
1295989243777437697,neutral
1447128271674650624,positive
2375720180,negative
867595175383646213,neutral
1181861567450796034,negative
1679872976643031041,negative
1712936001830518784,neutral
1825439049026318336,positive
1732310594986885120,negative
125050864,neutral
2903444312,neutral
1821769244528537600,neutral
1961818806730522624,neutral
1331069861645193228,negative
1654779497927831560,neutral
1206557513300299778,neutral
522344247,neutral
1168507208608505861,negative
1805570113166524416,negative
1585672267618459658,negative
86284542,negative
1937599694290448384,negative
1092845970902142976,negative
1756181778555879424,neutral
1629161966173556737,positive
1520761295603130371,negative
18851876,neutral
60860341,neutral
2160447338,positive
2698208276,positive
1603302038254882817,neutral
1710683888954085377,positive
86868640,neutral
145870405,neutral
79590818,negative
1802310991642013696,positive
754613281,positive
933946545879244801,positive
1164389289557295104,neutral
1873900409754181633,negative
1898265855588548610,neutral
1048178002020904960,neutral
995819064953069568,neutral
1089570774183280642,negative
955119221389832192,negative
42606652,neutral
1003692139056951298,negative
58951399,neutral
1927434364419231744,negative
3006986912,negative
317586766,positive
62832523,negative
1517960411932282880,positive
1171484474,positive
15741998,neutral
2320368904,neutral
1510933226088538112,negative
1591890852770725889,negative
1033644604501975042,negative
896143350,neutral
591042369,negative
1412538625615613953,negative
1469412895998066692,negative
3867565173,negative
1464832769050267652,neutral
228017652,positive
1297825551969902592,neutral
779672594949795841,negative
1557135620757225474,neutral
1139239165336252416,negative
778963613470130176,negative
1525214991992889345,negative
1305156978109374465,negative
1275432739261595648,negative
1928067699998937089,negative
1114419620713074688,positive
20376663,neutral
1507062149277011977,neutral
343205384,neutral
923615532,negative
1948543742610489344,positive
1057629410973503489,positive
2786357659,positive
1097438634591035393,negative
3823989980,positive
1398324571279929345,neutral
1551090027480125440,negative
1312866470649528324,neutral
1496781566726574082,neutral
1568313107327377410,neutral
1915069523205795840,positive
921307628,positive
1968750659983024128,positive
65384825,negative
1371201176079843329,neutral
1821136683833659392,positive
1378291430649565188,neutral
1949067649339604992,positive
1887226084028022784,negative
1506242770457235461,neutral
1120360901310386176,negative
1891680530925580289,negative
1809016746520854528,neutral
1233360187882426369,neutral
1881782938456428544,negative
2600772712,negative
1547617826910793728,negative
1116286894067859456,negative
309152096,positive
3041754152,neutral
1425368203996372994,positive
1935810728877080577,neutral
947332196,neutral
1480231055298732035,neutral
1897594559267221504,negative
2309657991,negative
68878722,neutral
1298579720775360513,negative
1691532643257466880,negative
703760808,positive
16048320,neutral
1946895157963661312,positive
1097159814344523778,negative
1684191839635603457,positive
1627317063516667904,negative
697101393941962752,positive
68126620,neutral
319218006,neutral
1955763000532721664,positive
6509832,neutral
1382174304184406017,positive
1431677486534778881,negative
1265853608,negative
495043873,negative
1635091631346012166,neutral
1596053910581551104,neutral
1611381646271418368,neutral
37873626,positive
1207311954626240512,positive
1963561201171849216,negative
1164401028,neutral
2425139108,negative
114057291,neutral
1299744106311110657,negative
68927629,positive
887404805911719938,positive
1501638333012844547,negative
1739722630717120512,negative
218990413,negative
963662083362623489,neutral
1492112175221121029,negative
314727275,negative
2933747071,neutral
1250895919509315585,positive
1877272041977430016,positive
1707640813927202816,negative
113341028,neutral
1277529464,negative
2969760609,neutral
1881100238259445761,negative
1362778134572011520,neutral
1591220881308745728,negative
76644336,positive
37034483,positive
1352931903993745408,positive
1082176869678624768,negative
738860242906324992,neutral
1806666503653367808,negative
190590494,negative
1923038612771438594,neutral
225012752,neutral
1470523827289481219,negative
1476555748037566467,negative
1455602115112484877,negative
1736076643272167424,positive
1439611254134517762,negative
898046178759241728,negative
1875988222834298880,neutral
1889810159716765696,neutral
998896328741662720,negative
51447699,negative
2694349427,negative
1798825930485329920,negative
1696171588767432705,neutral
1582245313347190786,neutral
1858171798291951616,neutral
1284589025723068417,neutral
1661779668691824644,neutral
915234207684808705,negative
1572518513599733760,neutral
1273011403910234113,negative
1427326041111076864,negative
395466959,positive
1126608270477668353,negative
2358489401,neutral
1544636896168607748,neutral
1379517470336294923,negative
847400140763615232,negative
1961540872769781760,negative
240056193,neutral
146991857,neutral
1915796257437560832,negative
16545284,negative
901726607857082368,negative
346406417,neutral
413789197,neutral
1751758814351601664,negative
1964644020170199040,negative
1586322844409004033,positive
1287108257727647744,negative
1799198333858144256,negative
1838211812744888320,negative
1103651973092515842,negative
1642864768015822853,neutral
1241717332734398467,neutral
1491296078,negative
1823591071013564416,positive
1268145338478727168,negative
1497597665269452800,neutral
1462911510385086464,negative
857148439137832961,neutral
1498631572337086470,negative
1505824491775143937,negative
727653803751772160,neutral
1968291738889416704,neutral
1574735010569093121,neutral
60294299,negative
1365253922516914177,positive
1736280624976338944,neutral
1836225285127311361,negative
840914515155910656,neutral
1792697116130791424,negative
1262799250640867328,positive
1506315620484206595,neutral
45296115,positive
1777377533274492928,positive
329355844,negative
1182761644574810113,negative
1877780885006630912,negative
1823272342002229248,negative
1913413939666595840,positive
1830317650049724416,negative
1663793526541553664,neutral
2481680610,positive
73378045,neutral
1913105964401901568,neutral
1814341042076073984,negative
1181436953461284866,neutral
1555182947405369351,negative
2388426332,positive
1011889554,neutral
1884665303092658176,negative
22284699,negative
1290352486927208453,neutral
1580558880718950402,negative
1451873978763685893,negative
1895559509927407616,negative
434425639,neutral
952264205939412993,negative
2195266826,negative
1533585100113334277,negative
1785074391174553600,negative
2356594778,negative
1965854474,neutral
1953609486452555776,negative
1621417532807577600,positive
130138925,neutral
1586599674395385858,neutral
1380346585024880641,negative
1439489038818365441,neutral
112408381,neutral
1419812801435119617,positive
