topic_id,label,top_words,exemplar_1,exemplar_2,exemplar_3
0,digital id · keir starmer · starmer · uk,"starmer, uk, india, digital, id, digital id, keir, minister, not, pm, keir starmer, labour","The teaching profession in Nigeria, unfortunately, has not received the due attention it deserves, as a critical contributor to national development. The severe",Pujya Gurudevshri Rakeshji showers blessings and extends warm felicitations to Shri C. P. Radhakrishnan ji on being elected as the Hon’ble Vice President of Ind,Global Fintech Festival 2025 kicks off in Mumbai with PM Narendra Modi & UK PM Keir Starmer. Modi highlights India's digital ecosystem as a global standard for 
1,india · make · new · life,"india, make, new, life, no, not, pay, get, need, go, come, one","Fast & Fabulous – The Super Catwalk was another special moment in an already memorable year for us.

The Chairman’s Collection was showcased once again, paying ","Among all the threads that define Raymond’s legacy, education is the one closest to my heart.
It shapes character, builds communities and empowers generations t","100 years of Raymond is more than a milestone. It is a century of dressing India’s dreams, moments and milestones.
The centenary celebration brought together fa"
2,not · no · see · attack,"not, no, see, attack, get, day, go, call, police, break, jewish, trump","🚨Breaking 🚨 

Reports are coming in that Ajit Bharti, who incited violence following the attack on the Chief Justice of India (CJI), has been arrested.

However","🚨Breaking 🚨 

Reports are coming in that Ajit Bharti, who incited violence following the attack on the Chief Justice of India (CJI), has been arrested.

However","🚨 Manchester terror attack update 🚨 

Manchester police have released a full statement responding to the terror attack that occurred today at a synagogue near h"
3,not · right · israel · gaza,"not, right, israel, gaza, trump, hamas, get, one, know, woman, love, go","🇹🇭🇰🇭
Escalation at the Thailand-Cambodia border📝
What is known as of the end of July 26?

The conflict at the Thailand-Cambodia border has been ongoing for the ",Israel and Hamas have reached a long-awaited agreement on a ceasefire and hostage exchange — marking the first phase of U.S. President Donald Trump’s peace plan,"🇷🇺🇺🇦
Russia is unlikely to show forgiveness to Ukraine!

A compromise between Russia and Ukraine on peace in the evening negotiations is unlikely, — The New Yor"
