term,sentiment,agg,iwdf,agg_norm,iwdf_norm,fused_score
get,positive,1149.6622586530602,1074.5929850657717,0.887399476827274,0.9072383926000356,0.8973189347136548
game,positive,1175.7458971932886,1049.086737755945,0.9075328742839052,0.885704428455267,0.8966186513695861
good,positive,1101.9545224130275,1053.7730202711969,0.8505749052095024,0.8896608803170354,0.8701178927632689
go,positive,1066.098821568157,992.1869477290314,0.8228986638338036,0.8376660783443763,0.83028237108909
best,positive,958.1713742141242,923.5980053425671,0.7395917973202578,0.7797590170610537,0.7596754071906557
play,positive,920.2429241143062,833.3519534664357,0.7103156455442736,0.7035676737520429,0.7069416596481582
great,positive,881.3098115872044,851.1410931728692,0.680264016530823,0.7185863745413602,0.6994251955360916
love,positive,845.3886247749781,811.1555579212345,0.652537227950731,0.6848280928169316,0.6686826603838313
back,positive,775.1639965681707,708.0040400430303,0.5983323535521216,0.5977411505284074,0.5980367520402645
one,positive,748.6317987375013,707.3233458586956,0.5778527228633673,0.5971664660606781,0.5875095944620228
lion,positive,748.8628443891412,681.6337660641354,0.5780310620137094,0.5754777212025861,0.5767543916081477
team,positive,694.1847311937347,664.3501278708363,0.5358262069109998,0.560885796305729,0.5483560016083644
make,positive,638.5360199892713,608.5107749196986,0.4928721681598196,0.5137427332862774,0.5033074507230485
day,positive,628.1253611685123,591.046067235048,0.48483640537693723,0.4989979382361942,0.4919171718065657
first,positive,624.3829725544259,593.4543121586445,0.4819477364020024,0.5010311287407248,0.49148943257136357
come,positive,612.3047971595834,579.8634838966773,0.4726248535764248,0.48955690421306736,0.4810908788947461
let,positive,591.8682392364788,577.1934250342265,0.4568503157305355,0.48730267405878336,0.4720764948946594
season,positive,601.6227655505799,565.9970002621055,0.4643796239970978,0.47784995423435184,0.4711147891157248
