term,sentiment,agg,iwdf,agg_norm,iwdf_norm,fused_score
get,negative,1753.7622641492085,1646.607097116167,0.9999999999999994,0.9999999999999994,0.9999999999999994
not,negative,1702.6283448188358,1585.5921759701291,0.9708433004999227,0.9629450636688625,0.9668941820843926
game,negative,1471.337674366551,1335.2013025984754,0.8389607328450136,0.8108803277581629,0.8249205303015883
nfl,negative,1244.3350811796377,1198.6511715139072,0.7095232384779891,0.7279521469409423,0.7187376927094657
bad,negative,1247.490972757239,1187.0494443353014,0.711322736415717,0.7209063087449787,0.7161145225803478
fuck,negative,1239.1025723033183,1164.1076751505254,0.7065396477238239,0.7069735562231685,0.7067566019734962
go,negative,1188.303985981778,1133.9279402617503,0.6775741560149555,0.6886451189525948,0.6831096374837752
team,negative,1184.3496564376032,1104.5821403153666,0.6753193865829692,0.6708231382276366,0.6730712624053029
no,negative,1144.1140466450995,1086.2842699025373,0.6523769327424408,0.6597106691724043,0.6560438009574225
shit,negative,995.2003116298273,964.5019629246646,0.5674659171165494,0.5857511270380605,0.576608522077305
play,negative,1007.5795364610576,941.3790585454182,0.5745245846932724,0.5717083694064777,0.5731164770498751
lose,negative,887.5731069890214,828.8561245517492,0.5060965930975848,0.5033721317024503,0.5047343624000176
man,negative,843.4999956212131,817.5931438495811,0.48096598544980923,0.49653201743238934,0.4887490014410993
make,negative,841.0725914516385,801.5555724804306,0.4795818730081196,0.4867922492768661,0.4831870611424929
one,negative,818.7282322572877,773.1208664036906,0.46684105878767534,0.4695235844408285,0.4681823216142519
call,negative,769.490391969412,740.2625557021252,0.43876550870063885,0.44956842284878096,0.44416696577470993
even,negative,748.6822469427334,714.9924626679053,0.4269006479654963,0.43422165732197293,0.4305611526437346
need,negative,734.2882273334424,715.4559633901981,0.4186931389413049,0.43450314567648357,0.42659814230889426
raven,negative,717.490553347715,680.4580540258576,0.4091150596718913,0.4132485856629654,0.41118182266742836
defense,negative,720.2346875850711,672.3538477968173,0.4106797724573425,0.40832682488394667,0.4095032986706446
game,neutral,1414.0529530754488,1284.109416019452,0.9999999999999993,0.9999999999999993,0.9999999999999993
get,neutral,1286.5892554098089,1213.46346313581,0.9098593179354296,0.9449844756199709,0.9274218967777003
week,neutral,1203.7072808957314,1089.1397843889958,0.8512462551545656,0.8481674309072246,0.8497068430308952
go,neutral,1028.2416979562843,988.5525633051157,0.7271592592907801,0.7698351487597378,0.7484972040252589
nfl,neutral,1032.9263205544396,936.2245836676673,0.7304721639369368,0.729084743081959,0.7297784535094479
play,neutral,916.6656679540072,868.0749515275372,0.6482541307666974,0.676013228077121,0.6621336794219093
yard,neutral,934.4201871788042,762.0666820167969,0.6608098976396298,0.5934593053441579,0.6271346014918939
lion,neutral,840.1678466925938,794.5157910174318,0.5941558587783415,0.6187290437292422,0.6064424512537918
not,neutral,835.364804339948,794.6792140847916,0.5907592092100212,0.6188563094165124,0.6048077593132668
win,neutral,810.3431686480328,754.1303990665878,0.5730642313539974,0.5872789262805027,0.5801715788172501
raven,neutral,781.4771593010013,741.9187814862576,0.5526505620608848,0.5777691310652442,0.5652098465630645
one,neutral,741.9343980044949,703.2110008246334,0.5246864315730526,0.5476254531366044,0.5361559423548286
first,neutral,745.260588455932,682.6955621073129,0.5270386705356762,0.53164905855419,0.5293438645449331
season,neutral,727.8853813084586,662.5236204618444,0.5147511482687882,0.5159401622609142,0.5153456552648512
take,neutral,681.612558382434,666.0163636305002,0.48202760504829917,0.5186601354384981,0.5003438702433987
team,neutral,713.3140900131848,604.3184898102186,0.5044465191079195,0.4706129261815675,0.4875297226447435
make,neutral,661.1581931834606,637.8871571572013,0.4675625419440591,0.4967545204477637,0.4821585311959114
back,neutral,657.4628185270008,620.5961338648783,0.4649492206759816,0.4832891388559656,0.4741191797659736
run,neutral,651.0306806047298,615.75823941204,0.4604004957443717,0.47952162933342424,0.46996106253889797
day,neutral,651.2130981698809,614.1338042364171,0.4605294990923399,0.47825660070318615,0.46939304989776304
win,positive,1295.540834397892,1164.4085954499644,0.9999999999999993,0.9830663303660342,0.9915331651830168
nfl,positive,1271.7088820676286,1184.4659505492457,0.9816046305160729,0.9999999999999992,0.9908023152580361
