sentiment,topic_0,topic_1,topic_2,topic_3
negative,0.08585032006936492,0.10775936459801842,0.421566555637515,0.3848237596951017
neutral,0.27121396788796176,0.21617553090901784,0.24111349399241075,0.27149700721060965
positive,0.20910465057936486,0.19412509701591837,0.20365278607592593,0.3931174663287908
