Author ID,posts,subject_posts,include_hits,exclude_hits,avg_relevance,avg_domain_similarity,max_domain_similarity,author_username,url_share,blue_verified,focus_share
924694025663406080,12,2,2,0,0.16666666666666666,,,CartChaos22202,0.6666666666666666,False,0.16666666666666666
1755639194914017280,12,2,2,0,0.16666666666666666,,,rapebears,0.08333333333333333,True,0.16666666666666666
1944237731288428545,12,2,2,0,0.16666666666666666,,,yushitowa,0.75,False,0.16666666666666666
